,population,code_commune,lat,long,area,accident_num,length,ACCOTEMENT REVETU HORS CVCB,AMENAGEMENT MIXTES PIETON VELO HORS VOIE VERTE,AUTRE,BANDE CYCLABLE,CHAUSSEE A VOIE CENTRALE BANALISEE,COULOIR BUS+VELO,DOUBLE SENS CYCLABLE BANDE,DOUBLE SENS CYCLABLE NON MATERIALISE,DOUBLE SENS CYCLABLE PISTE,GOULOTTE,PISTE CYCLABLE,VELO RUE,VOIE VERTE
0,234,81233,640710,6301569,1355,0.0,1625.607995412944,0.0,1625.607995412944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,375,48027,758680,6379410,1654,0.0,41750.30716917726,0.0,0.0,41750.30716917726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1242,81101,633499,6323381,2334,0.0,20727.04626020773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19289.72123139636,1437.325028811373,0.0
3,1318,09032,603578,6177380,3016,0.0,70.52028500504724,0.0,0.0,70.52028500504724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,319,32163,458676,6280058,1022,0.0,4816.411347658314,0.0,4816.411347658314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,641,46083,583401,6436957,2303,0.0,43.7855869480676,0.0,43.7855869480676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,544,48043,754945,6395133,2454,0.0,2700.0525054199634,0.0,0.0,2700.0525054199634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2143,48034,720476,6368918,10469,0.0,1907.1278243293252,0.0,1736.317653013306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.81017131601936
8,1955,30302,831783,6329910,2671,0.0,3564.9680886887336,0.0,3424.6884991725256,140.279589516208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,440,34335,709847,6280336,797,0.0,1808.3848165925667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.3848165925667
10,755,48127,739003,6391397,6213,0.0,299.5095330475045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.5095330475045
11,1040,34282,754497,6280070,1284,0.0,229.4038485779245,0.0,229.4038485779245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,194,48193,741846,6351755,6989,0.0,31197.69346498032,0.0,0.0,31197.69346498032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3151,34037,721678,6253726,703,0.0,2111.11812218809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.11812218809,0.0,0.0
14,11261,30341,805127,6282885,11052,0.0,33852.14581863375,0.0,2284.4501504799146,0.0,11599.878767121289,0.0,0.0,0.0,0.0,0.0,0.0,19967.816901032544,0.0,0.0
15,120,81243,604654,6326494,940,0.0,507.01924586141615,0.0,0.0,507.01924586141615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3343,30276,801083,6277036,8968,0.0,25040.848652291337,0.0,0.0,0.0,15224.706590663682,0.0,0.0,0.0,0.0,0.0,0.0,9816.142061627655,0.0,0.0
17,1258,46201,558406,6360017,3227,0.0,150.53513426232502,0.0,0.0,150.53513426232502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,134,34158,677004,6251897,2765,0.0,5436.034510351135,0.0,0.0,5436.034510351135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,329,12242,623815,6366993,900,0.0,1662.3156454972486,0.0,1662.3156454972486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,3051,30037,788467,6355341,1024,0.0,2939.870630950538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.413261084326,0.0,1088.4573698662116
21,649,82093,546613,6316825,1508,0.0,1543.9984839847014,0.0,1543.9984839847014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1059,82052,555252,6322754,1802,0.0,5734.131197713113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5574.813816432647,0.0,159.31738128046578
23,501,31316,509315,6202576,1296,0.0,4.482240899851894,0.0,0.0,0.0,4.482240899851894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1243,32233,469454,6273493,2090,0.0,4776.658526491104,0.0,1280.107702933225,868.2006264109797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2628.3501971468995
25,728,81117,621314,6300883,2219,0.0,52.82191824831609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.82191824831609,0.0,0.0
26,2511,46225,555418,6381041,2422,1.0,6338.392455559192,0.0,6338.392455559192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,112,48117,770977,6369564,3211,0.0,3428.6301228013026,0.0,0.0,3428.6301228013026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,72,66154,626443,6174174,1917,0.0,1711.8911930212698,0.0,175.971389234589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.9198037866809,0.0,0.0
29,1013,12258,636838,6348241,5462,0.0,1208.4704182502626,0.0,1208.4704182502626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3751,34146,787309,6287697,1213,0.0,6657.926382064713,0.0,430.76144141226,0.0,2201.446248454132,0.0,0.0,328.2907119160459,814.902244306654,0.0,0.0,2843.2346322259355,0.0,39.29110374968625
31,13646,30258,813706,6287159,15220,0.0,14471.587129187476,0.0,8783.767720958627,3951.738202561071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.2892934524812,0.0,504.79191221529607
32,1035,12101,641296,6388807,1298,0.0,786.2860817253854,0.0,586.4576921019603,0.0,199.8283896234252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,764,12209,675034,6399661,4133,0.0,232.63442537593727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.63442537593727
34,324,48144,759847,6342683,1875,0.0,4314.462825075872,0.0,0.0,4314.462825075872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2589,09157,608183,6208486,1434,0.0,5028.692385888892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028.692385888892
36,2318,74067,936246,6536671,1328,0.0,7542.939395170657,0.0,2890.7161648017523,0.0,465.8776841620768,0.0,0.0,0.0,0.0,0.0,0.0,1848.3633699323957,0.0,2337.982176274432
37,889,69254,810295,6539839,1835,0.0,7748.407496599775,0.0,0.0,0.0,6606.5692263131805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141.8382702865954
38,7043,73303,966072,6523653,5754,1.0,15079.49007808691,0.0,326.7758953865672,1119.0603190402674,0.0,0.0,0.0,0.0,82.56268173188002,0.0,0.0,13551.091181928196,0.0,0.0
39,2090,07240,843075,6419540,1404,0.0,2543.0549974829355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2410.679765768306,0.0,132.3752317146296
40,810,01338,901033,6512286,2139,0.0,7253.773268263104,0.0,99.6022398018752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7154.171028461229
41,742,01156,865100,6536826,1121,0.0,473.5542876332766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.5542876332766,0.0,0.0
42,1024,63396,705699,6507092,1698,0.0,883.954348971386,0.0,0.0,0.0,883.954348971386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,14337,42279,797637,6488648,4131,2.0,38682.17673537353,0.0,35221.3939552473,0.0,1421.3430992145115,0.0,0.0,0.0,0.0,0.0,0.0,2039.4396809117125,0.0,0.0
44,9415,01354,934183,6577649,985,0.0,34767.53043062693,0.0,20885.11776567829,252.83843723879687,1357.5102830740143,1272.4756617612902,0.0,0.0,0.0,0.0,0.0,9505.330427639674,0.0,1494.2578552348727
45,735,38324,859257,6480942,2197,0.0,3964.0404027711375,0.0,1214.9336445715849,2749.106758199553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3296,63263,699787,6521571,4273,1.0,1052.1978346736043,0.0,1052.1978346736043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2617,73257,975373,6476701,16260,0.0,8907.93951773657,0.0,8642.802591901565,265.1369258350037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1878,73015,979539,6482779,8611,0.0,6458.497038862032,0.0,6458.497038862032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,3511,43089,767752,6438903,626,0.0,2573.020106093825,0.0,1005.5314123025424,0.0,1100.648667888922,0.0,0.0,0.0,0.0,0.0,0.0,466.8400259023605,0.0,0.0
50,193,15113,674166,6442523,3540,0.0,3159.087267853238,0.0,3159.087267853238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,267,63190,665526,6491415,2299,0.0,263.8526939484372,0.0,263.8526939484372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1009,38442,919082,6474787,7958,1.0,1850.4869455884664,0.0,0.0,1034.4137518304829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0731937579837
53,2036,74118,947162,6568549,537,0.0,10462.832957571823,0.0,557.9251628843098,7868.095409327348,0.0,0.0,0.0,565.6603283889667,0.0,0.0,0.0,1471.1520569712015,0.0,0.0
54,506,15027,649488,6402928,1399,0.0,248.43401899018303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.43401899018303
55,526,01036,905545,6535185,1969,1.0,468.8118570107079,0.0,0.790962267366803,468.0208947433411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,11590,01033,918943,6560719,1542,0.0,2177.664445604495,0.0,1099.9394891615352,132.86198385636638,0.0,0.0,0.0,0.0,0.0,0.0,38.83958557113897,0.0,0.0,906.0233870154548
57,1896,38339,867857,6498757,1953,0.0,2556.8148351688856,0.0,317.7268079485699,2239.088027220316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,233,38289,942693,6452687,2693,0.0,19401.49902634376,0.0,17030.332612124686,2283.652368306169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.51404591289774,0.0,0.0
59,5090,69006,802931,6541995,3876,0.0,8830.052595230172,0.0,0.0,0.0,8830.052595230172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5806,03118,713460,6555896,3673,1.0,1791.782427828643,0.0,0.0,60.98843266443928,1730.7939951642038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,5091,74043,958264,6579864,1898,0.0,4203.508003606108,0.0,3019.6283468066285,16.834612790853633,50.254198386759846,0.0,0.0,145.0290390753471,176.08379184176945,0.0,0.0,795.6780147047489,0.0,0.0
62,614,01209,922110,6561254,1141,0.0,662.1712615022577,0.0,662.1712615022577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,3098,07064,811877,6424330,1355,0.0,3412.341433193482,0.0,397.8832235638031,15.327572311072018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2426.694587064896,0.0,572.4360502537107
64,4376,42256,791096,6488799,3132,0.0,589.4229748765797,0.0,497.3827028323962,92.04027204418357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,7101,43268,789292,6449807,8116,0.0,24084.175560392123,0.0,173.01146021771217,8220.781430488552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15690.38266968586
66,1711,79086,442610,6597299,2215,0.0,1546.2322009933346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.2322009933346
67,1275,47101,473253,6377380,1396,0.0,10258.723918854676,0.0,0.0,0.0,446.9543318422486,0.0,0.0,0.0,0.0,0.0,0.0,9773.70118597254,0.0,38.06840103988823
68,5437,23176,582595,6571835,3685,0.0,18803.12101953631,0.0,18803.12101953631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1455,17483,388519,6556836,2584,0.0,4003.9730441648144,0.0,4003.9730441648144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1002,24227,554029,6477633,2443,0.0,9591.313330398858,0.0,9591.313330398858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,3168,79179,427490,6632293,2671,0.0,27031.25976644381,0.0,1051.6339310595142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24452.241296987555,0.0,1527.3845383967432
72,413,17378,448960,6469007,1881,0.0,4867.888301211876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4867.888301211876,0.0,0.0
73,498,19214,632659,6448360,4418,0.0,16396.98531233835,0.0,0.0,16396.98531233835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,956,87135,537953,6523824,3340,0.0,227.0181013962604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0181013962604
75,2522,16192,511899,6537365,4647,0.0,5968.415266540351,0.0,4936.359958869389,1032.0553076709618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,926,79268,458423,6635379,2236,0.0,237.12374362110316,0.0,237.12374362110316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,470,24196,556213,6472338,2697,0.0,580.6732625874407,0.0,580.6732625874407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,6073,87113,569997,6531703,1037,1.0,15885.122420197062,0.0,1973.810100315396,3209.073212811176,655.8328305094137,0.0,0.0,0.0,264.6236321389546,0.0,0.0,3191.3677127585984,0.0,6590.414931663524
79,568,82137,610037,6352387,2805,0.0,3801.738884448623,0.0,3801.738884448623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,111,48139,757996,6413454,2142,0.0,81.11566452175506,0.0,81.11566452175506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,3949,32119,466501,6311927,7037,0.0,315.01420900419527,0.0,0.0,315.01420900419527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,76,48176,721748,6347754,3500,1.0,807.8909691928625,0.0,807.8909691928625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,5711,58095,735432,6634947,4818,0.0,15551.431212190497,0.0,4853.895255854708,849.0407004604214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9848.495255875368,0.0,0.0
84,877,21290,861924,6710713,1933,0.0,720.7272245370798,0.0,720.7272245370798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1910,58046,748841,6639717,4544,0.0,9896.775935563626,0.0,128.65536758644475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9768.12056797718,0.0,0.0
86,4259,25434,938707,6671293,3267,1.0,4323.27490266098,0.0,459.94845556886577,470.3892083474647,409.2451005836024,0.0,0.0,0.0,0.0,0.0,0.0,2983.6921381610464,0.0,0.0
87,2317,25036,923701,6682103,852,0.0,7741.332555813207,0.0,6166.5281847399565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.38493792180884,0.0,1282.4194331514425
88,5578,21292,867718,6684975,1214,0.0,3645.755995713599,0.0,1270.498977033065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.2570186805333
89,1021,71490,786043,6602107,4090,1.0,1740.7708645193145,0.0,1740.7708645193145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,218,21562,880020,6722688,1738,0.0,6072.809086315881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6072.809086315881
91,444,71589,754574,6620617,2815,0.0,1397.9105200441288,0.0,1397.9105200441288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1171,39297,926251,6598851,5768,0.0,8542.136540070422,0.0,8542.136540070422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1496,21461,822738,6652533,1444,0.0,10797.45666503982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10797.45666503982
94,5192,21390,851214,6688269,1281,0.0,9269.942054942096,0.0,0.0,1503.5772834091215,4018.199895908576,0.0,107.39941900046703,148.0583449714738,0.0,0.0,0.0,3111.4803872958114,0.0,381.2267243566497
95,759,21265,849419,6685081,1011,0.0,2105.145882542664,0.0,0.0,0.0,2105.145882542664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,110755,68224,1023568,6746809,2238,2.0,152092.20719159595,0.0,22635.04579249431,1649.7289924420809,33505.63041053296,65.60081113945884,892.663020732017,3713.4907801167024,27882.806221728388,694.730810442376,10.530733549406088,52705.55689217037,1982.245646135299,6354.1770801125895
97,636,57337,982085,6891312,942,0.0,873.3023432794223,0.0,54.42782255240365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.8745207270185,0.0,0.0
98,1032,67481,1033331,6817302,1361,0.0,4239.902500860405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4239.902500860405,0.0,0.0
99,393,55012,892377,6863621,3286,0.0,654.8842339833826,0.0,654.8842339833826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1133,67535,1023834,6878721,2090,0.0,5871.31712794632,0.0,124.17081439002844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5747.146313556291,0.0,0.0
101,3252,57752,992568,6894325,1081,0.0,2095.450401421811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.450401421811,0.0,0.0
102,5318,88516,919373,6792209,2417,1.0,2737.9781132973426,0.0,0.0,22.850215281269325,429.44537599109816,0.0,0.0,0.0,0.0,0.0,0.0,2285.6825220249752,0.0,0.0
103,1766,79031,432161,6570457,2363,0.0,5789.691393819259,0.0,359.9962735919078,5340.562268594274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.13285163307768
104,997,47306,502106,6367457,1704,0.0,6221.506536015185,0.0,110.94726273173094,331.84496985898073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5778.714303424473,0.0,0.0
105,1020,17310,406919,6505389,2432,0.0,265.824637071821,0.0,0.0,0.0,265.824637071821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,619,24577,556154,6417616,1357,0.0,920.5726681097156,0.0,920.5726681097156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,18966,79049,434974,6645217,18203,2.0,71484.66603773636,0.0,13160.288857230997,9020.183035483187,7274.987221390915,0.0,0.0,0.0,0.0,0.0,0.0,38675.122880544965,0.0,3354.084043086292
108,785,17275,411770,6521688,914,0.0,274.40055172037273,0.0,0.0,274.40055172037273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1140,87168,526729,6514583,4070,0.0,5892.508683762639,0.0,5892.508683762639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1653,87177,551124,6527009,2309,0.0,788.977728646618,0.0,788.977728646618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1024,79063,444739,6667656,3697,0.0,62.70606537119309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.70606537119309,0.0,0.0,0.0,0.0,0.0
112,978,86065,492805,6594198,1539,0.0,1.5259009410272426,0.0,1.5259009410272426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1164,40314,368110,6294672,1029,0.0,5271.823288810321,0.0,5271.823288810321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,390,40190,414228,6286242,1995,0.0,7874.347379620436,0.0,7874.347379620436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,977,24142,539779,6417771,1948,0.0,245.3964845813835,0.0,0.0,245.3964845813835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1672,64094,358635,6271430,4333,1.0,0.0011443940040621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011443940040621,0.0,0.0
117,662,17348,391811,6533809,2191,0.0,1935.04865146774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.04865146774,0.0,0.0
118,13391,40046,363799,6375283,19283,3.0,136250.67842047458,0.0,44301.63993937497,0.0,14056.935435588255,0.0,0.0,940.9357166444644,304.409786214788,0.0,0.0,76646.7575426521,0.0,0.0
119,3047,79005,461111,6641711,4929,0.0,6188.102538991415,0.0,2822.764592708325,0.0,1229.8422151421455,0.0,0.0,329.9289913248395,0.0,353.7570188825168,0.0,0.0,0.0,1451.8097209335883
120,279,88269,983254,6783529,1319,0.0,213.46735454129592,0.0,0.0,213.46735454129592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,3321,57260,992713,6903359,1308,1.0,14321.231055850723,0.0,1143.080165252164,12829.276709564563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.8741810339945,0.0,0.0
122,3992,67073,1024583,6807416,1452,1.0,9716.579905520608,0.0,2486.772288314168,1868.414928150527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5361.392689055912,0.0,0.0
123,3334,68201,998006,6748349,2319,1.0,13993.765650842168,0.0,8270.10761019522,1936.863584875563,149.1394750314168,0.0,0.0,0.0,140.3733022910276,0.0,0.0,0.0,0.0,3497.2816784489387
124,92,88036,905245,6812424,851,0.0,1714.9450717603522,0.0,1714.9450717603522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,8653,54184,937830,6850326,573,0.0,17913.026754689454,0.0,421.3820338375542,129.53468681526363,987.1192914271444,0.0,0.0,0.0,670.2575929406577,0.0,0.0,2545.6013442024832,0.0,13159.131805466352
126,146,88348,971546,6802291,631,0.0,481.0460809113084,0.0,481.0460809113084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,1179,54400,936878,6869492,1817,0.0,8676.976564991244,0.0,0.0,146.04631533083602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8530.930249660409
128,4012,54076,951558,6833630,1184,0.0,1254.9031627845072,0.0,63.28432594693995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.6188368375674
129,566,57052,978845,6894325,573,0.0,673.8186542059441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.8186542059441,0.0,0.0
130,413,67521,1025443,6872900,532,0.0,153.95758048174432,0.0,153.95758048174432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,440,67059,1006396,6815204,1497,0.0,3119.500332171023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.500332171023,0.0,0.0
132,14124,71014,799423,6650381,6164,1.0,26022.87570131637,0.0,14049.12413157996,1226.011879377597,2010.5787304699184,0.0,0.0,0.0,0.0,0.0,0.0,3978.3783451891127,0.0,4758.782614699781
133,499,70309,941156,6710038,825,0.0,2544.8399856115702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544.8399856115702,0.0,0.0
134,928,70228,930265,6744632,1845,0.0,6101.922174153123,0.0,0.0,6101.922174153123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,925,25529,968962,6694405,2351,0.0,2279.799851579108,0.0,2279.799851579108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,5101,78571,627707,6863189,1183,0.0,38673.72737064708,0.0,2789.2770339345952,16211.30464603902,386.1732272199218,0.0,0.0,0.0,0.0,0.0,0.0,17209.370937573367,0.0,2077.601525880176
137,1120,78007,627706,6866941,302,0.0,1346.7918857933769,0.0,2.0840935758248635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.03750149305003,0.0,1195.670290724502
138,5978,78466,625031,6869604,1547,1.0,4626.38546266184,0.0,4626.38546266184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,5089,78502,634719,6865029,144,0.0,5852.735669655164,0.0,807.2541043073378,0.0,281.6760285549849,0.0,0.0,0.0,0.0,0.0,55.17418265685292,1670.6708381006074,0.0,3037.9605160353813
140,5857,78133,628382,6865980,798,0.0,16645.95665806301,0.0,6605.092981758093,3335.8892638536927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.4246140211011,0.0,6554.549798430122
141,297,95024,611941,6889155,747,0.0,2158.559782490591,0.0,1689.7830457772652,0.0,468.7767367133258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,3885,27226,599264,6912637,2046,0.0,1653.9510128897732,0.0,1653.9510128897732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,460,76261,594724,6943284,1915,0.0,3526.53795030842,0.0,630.1265359831251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.4114143252946
144,419,60250,629389,6930122,635,0.0,3208.4019421064568,0.0,0.0,3208.4019421064568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,1242,60277,630049,6925747,647,0.0,7992.235016651557,0.0,0.0,1240.8792835396323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6751.355733111925,0.0,0.0
146,1344,60477,622079,6925026,1394,0.0,389.9333342297048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.9333342297048
147,13273,77479,673652,6863600,608,1.0,29112.34913711392,0.0,7848.30297812394,2613.6486789375745,2527.9365524769164,0.0,0.0,0.0,346.1110434203959,0.0,0.0,13947.060958192773,0.0,1829.288925962319
148,24663,77083,670247,6861277,780,0.0,23503.155292676347,0.0,8024.744862539857,2661.627772476665,266.43548811477626,0.0,0.0,373.85527123788654,0.0,0.0,0.0,12176.491898307166,0.0,0.0
149,186116,75119,654768,6865600,675,64.0,99417.73770925992,0.0,21439.596980528506,1073.5293051263727,5975.022940334833,0.0,8451.115705954262,2689.098232712058,16881.15031515609,1124.710040903637,169.32633725141173,36386.7715261663,0.0,5227.416325126456
150,19343,92022,640714,6856367,357,4.0,21442.706043518752,0.0,6062.6784770538,1241.9220793728914,2390.9735985796137,0.0,257.49342793299365,385.1681237567609,5730.060172681444,0.0,0.0,5374.410164141249,0.0,0.0
